Data;Acao;Retorno
2016-07-31;PETR4;26.008499260212716
2016-08-31;PETR4;8.256127533761838
2016-09-30;PETR4;5.603052702313516
2016-10-31;PETR4;30.36113860943621
2016-11-30;PETR4;-9.553427290669125
2016-12-31;PETR4;-7.062495791758472
2017-01-31;PETR4;1.0087712506498203
2017-02-28;PETR4;1.0652202526866272
2017-03-31;PETR4;-4.5454520829624645
2017-04-30;PETR4;-3.588705475749787
2017-05-31;PETR4;-7.229762711241817
2017-06-30;PETR4;-4.552480431340189
2017-07-31;PETR4;7.437332375647676
2017-08-31;PETR4;2.7088161970945546
2017-09-30;PETR4;12.087952208562246
2017-10-31;PETR4;9.607808357897053
2017-11-30;PETR4;-8.288607859619923
2017-12-31;PETR4;4.681403878974355
2018-01-31;PETR4;22.360266404215288
2018-02-28;PETR4;8.934010635422807
2018-03-31;PETR4;-0.2330084765053253
2018-04-30;PETR4;7.286310288732012
2018-05-31;PETR4;-17.20521006339476
2018-06-30;PETR4;-9.430976447574357
2018-07-31;PETR4;14.717846627415376
2018-08-31;PETR4;-2.0883479379596226
2018-09-30;PETR4;9.501518859670144
2018-10-31;PETR4;30.962576202907766
2018-11-30;PETR4;-7.452763200000567
2018-12-31;PETR4;-7.8551305393107835
2019-01-31;PETR4;12.786565560836415
2019-02-28;PETR4;5.785786777876845
2019-03-31;PETR4;3.6954694261953636
2019-04-30;PETR4;-3.317791347064414
2019-05-31;PETR4;-5.397206307097003
2019-06-30;PETR4;7.2798421939513025
2019-07-31;PETR4;-4.85224446921012
2019-08-31;PETR4;-1.4555414131265598
2019-09-30;PETR4;8.039194754033652
2019-10-31;PETR4;10.30854756667583
2019-11-30;PETR4;-3.443160875162987
2019-12-31;PETR4;4.966285587214592
2020-01-31;PETR4;-5.732243184064267
2020-02-29;PETR4;-10.931468610384998
2020-03-31;PETR4;-44.79085364726389
2020-04-30;PETR4;29.02075564740585
2020-05-31;PETR4;12.686991189817242
2020-06-30;PETR4;5.948862683668166
2020-07-31;PETR4;3.018285975431989
2020-08-31;PETR4;-1.396388080067601
2020-09-30;PETR4;-10.41569902542625
2020-10-31;PETR4;-3.4166267743768852
2020-11-30;PETR4;31.46780198050434
2020-12-31;PETR4;13.815265513570374
2021-01-31;PETR4;-5.822182746714266
2021-02-28;PETR4;-16.672923183315667
2021-03-31;PETR4;8.363335421180885
2021-04-30;PETR4;1.3068452350801785
2021-05-31;PETR4;13.759524904750942
2021-06-30;PETR4;9.527337712190276
2021-07-31;PETR4;-8.562667324242701
2021-08-31;PETR4;7.058433455096669
2021-09-30;PETR4;0.14712429194640997
2021-10-31;PETR4;-0.29379584228228506
2021-11-30;PETR4;8.39779247082788
2021-12-31;PETR4;8.595317513587641
2022-01-31;PETR4;13.708266725024764
2022-02-28;PETR4;5.100480590181955
2022-03-31;PETR4;-1.6176497303065918
2022-04-30;PETR4;-0.9680216700882149
2022-05-31;PETR4;10.628051337843104
2022-06-30;PETR4;-7.085821331445685
2022-07-31;PETR4;22.269978623263587
2022-08-31;PETR4;19.49802694075484
2022-09-30;PETR4;-10.322000868140812
2022-10-31;PETR4;0.03354755808357979
2022-11-30;PETR4;-4.319036217433547
2022-12-31;PETR4;-8.102024124995499
2023-01-31;PETR4;6.408165734324389
2023-02-28;PETR4;-3.183733312993975
2023-03-31;PETR4;-7.0919253092098895
2023-04-30;PETR4;13.847393350844728
2023-05-31;PETR4;10.21096478583614
2023-06-30;PETR4;20.45847518662949
2023-07-31;PETR4;5.350491464045515
2023-08-31;PETR4;6.5815192164063285
2023-09-30;PETR4;8.453344519607619
2023-10-31;PETR4;0.2886850238929872
2023-11-30;PETR4;7.418962031087872
2023-12-31;PETR4;3.7037175195149707
2024-01-31;PETR4;9.452185512953992
2024-02-29;PETR4;-1.5211019042148388
2024-03-31;PETR4;-6.925740240717159
2024-04-30;PETR4;15.622656025356596
2024-05-31;PETR4;-3.6290333298483635
2024-06-30;PETR4;0.8870218991037238
2024-07-31;PETR4;-1.6820002428585168
2024-08-31;PETR4;8.234301130271128
2024-09-30;PETR4;-8.534411951752052
2024-10-31;PETR4;-0.2776972521805421
2024-11-30;PETR4;8.326372938595528
2024-12-31;PETR4;0.4284040451534299
2025-01-31;PETR4;4.144782093514365
2025-02-28;PETR4;-4.669660846422897
2025-03-31;PETR4;3.4233229105671503
2025-04-30;PETR4;-16.192646844376124
