Data;Retorno
2016-01-31;-25.4028960241232
2016-03-31;28.281105775199578
2016-04-30;29.96699987060836
2016-05-31;-27.78059871804004
2016-11-30;27.083322807136568
2020-11-30;28.819181544983195
2022-11-30;27.677639828912714
